description,code|1,code|1|type,code|2,code|2|type,code|3,code|3|type,code|4,code|4|type,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,payer_name,plan_name,modifiers,standard_charge|negotiated_dollar,standard_charge|negotiated_percentage,standard_charge|negotiated_algorithm,estimated_amount,standard_charge|min,standard_charge|max,standard_charge|methodology,additional_generic_notes,service|type,code|1|description,code|2|description,clinical_domain,pricing|discounted,pricing|gross,description_clean
BONE PLATE 2.7X32MM 2 3 HOLE STAINLESS SHAPE RIGHT,SUP-32165,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,192.78,144.58,UNITED HEALTHCARE [1016],UNITED SCO ONE CARE MEDICARE REPLACEMENT [101626],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,9.30408908247298e-05,,bone plate 27x32mm 2 3 hole stainless shape right
CATHETER ARROW 8FR 40CC SHORT INTRAAORTIC BALLOON VOLUME REDIGUARD FLEXIBLE,SUP-44148,CDM,,,272.0,RC,,,inpatient,,,2660.0,1995.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS ANTHEM NH PPO [11000119],,,,,,,,,,CDM,Unknown,Unknown,Unknown,0.0012839153820739275,,catheter arrow 8fr 40cc short intraaortic balloon volume rediguard flexible
Nucleic Acid Amp Myco Pneum,PX-30001327,CDM,87581,CPT,306.0,RC,,,inpatient,,,374.0,280.5,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS RI MEDICARE REPLACEMENT [11000128],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00018051490258994576,,nucleic acid amp myco pneum
Mgh G090010 Study Gore Stent Graft,PX-62400005,CDM,62400005,LOCAL,624.0,RC,,,inpatient,,,28750.0,21562.5,HARVARD PILGRIM [120001],HARVARD PILGRIM PPO [12000105],,,,,,,,,,LOCAL,Unknown,Unknown,Unknown,0.013876968098494348,,mgh g090010 study gore stent graft
HEMIN IV POWDER FOR SOLN 350 MG (UNDILUTED FOR CMPD ONLY),RX-7000347,CDM,J1640,HCPCS,636.0,RC,55292-0702-55,NDC,inpatient,1.0,UN,45451.71,34088.78,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION OF RI [16000602],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0219385040320905,,hemin iv powder soln 350 mg undiluted cmpd
Mgh Mitochondrial M2 Ab Igg,PX-30002053,CDM,83520,CPT,301.0,RC,,,outpatient,,,213.0,159.75,INTERNATIONAL COMMERCIAL [140001],CG CORALISLE COLONIAL [14000109],,,78.0,,166.14,16.92,97.17,percent of total billed charges,,CPT,Unknown,Unknown,Unknown,0.00010280384519846674,,mgh mitochondrial m2 ab igg
METATARSOPHALANGEAL PLATE 1.5MM SHORT BONE TITANIUM LOW PROFILE CONTOURED RIGHT AR-8944CR-S,SUP-405605,CDM,C1713,HCPCS,278.0,RC,,,outpatient,,,2800.0,2100.0,WELLPOINT [1015],WELLPOINT GIC TOTAL CHOICE INDEMNITY [101501],,,73.56,,2059.68,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.001351490214588257,,metatarsophalangeal plate 15mm short bone titanium low profile contoured right ar8944crs
Apply Splint Arm Long,PX-76000698,CDM,29105,CPT,510.0,RC,,,outpatient,,,400.0,300.0,HUMANA [1012],HUMANA HMO MEDICARE REPLACEMENT [101201],,43.35,,,43.35,43.35,577.43,fee schedule,,CPT,Unknown,Unknown,Unknown,0.00019306451434260695,,apply splint arm long
NAIL FEMORAL 10X240MM TI LATERAL ADOLESCENT RIGHT,SUP-370241,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,4033.93,3025.45,TUFTS HEALTH PLAN [170001],TUFTS FREEDOM EPO [17000117],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0019470819169728885,,nail femoral 10x240mm ti lateral adolescent right
Thrombolysis Coronary Ic Infusion,PX-48000105,CDM,92975,CPT,481.0,RC,,,outpatient,,,8465.0,6348.75,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION OF RI [16000602],,,,,8465.0,903.83,8702.14,other,APC grouping requires price history; No contract line matched,CPT,Unknown,Unknown,Unknown,0.004085857544543094,,thrombolysis coronary ic infusion
G150018 Reactiv8 Iimplanatble Neurostim System,PX-62400165,CDM,,,624.0,RC,,,inpatient,,,1.0,0.75,HUMANA [1012],HUMANA HMO MEDICARE REPLACEMENT [101201],,,,,,,,,,CDM,Unknown,Unknown,Unknown,4.762416767676562e-07,,g150018 reactiv8 iimplanatble neurostim system
BONE PLATE 46MM 2 HOLE 135DEG DHS SS COMPRESSION STANDARD BARREL CS/1BX/1EA,SUP-15757,CDM,C1713,HCPCS,278.0,RC,,,outpatient,,,1511.27,1133.45,CENTERS OF EXCELLENCE [1026],MGBHP TRANSPLANT [102609],,,71.8,,1085.09,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.0007294477920480164,,bone plate 46mm 2 hole 135deg dhs ss compression standard barrel cs1bx1ea
Insert Cath Cv Non-Tunl >5yrs,PX-76001083,CDM,36556,CPT,361.0,RC,,,outpatient,,,2934.0,2200.5,HARVARD PILGRIM [120001],HARVARD PILGRIM STUDENT RESOURCES [12000106],,1093.63,,,2570.03,86.43,1756.21,other,Multiple Surgery,CPT,Unknown,Unknown,Unknown,0.0014161689828519725,,insert cath cv nontunl 5yrs
PENICILLIN G POTASSIUM 5 MILLION UNIT SOLUTION FOR INJECTION,RX-6086,CDM,J2540,HCPCS,636.0,RC,70860-0126-20,NDC,inpatient,10.0,ML,16.9,12.67,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS SELECT LIMITED NETWORK HMO [11000117],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,8.147594091727737e-06,,penicillin g potassium 5 million unit solution injection
KNEE IMPLANT SZ 3 COMPONENT FEMORAL LEGION OXINIUM OXIDIZED ZIRCONIUM POSTERIOR STABILIZING CEMENTED RT,SUP-142916,CDM,C1776,HCPCS,278.0,RC,,,inpatient,,,4375.0,3281.25,UNITED HEALTHCARE [1016],UNITED PPO AARP MEDICARE REPLACEMENT [101612],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.002111707080374465,,knee implant sz 3 component femoral legion oxinium oxidized zirconium posterior stabilizing cemented rt
DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION,RX-123815,CDM,J1100,HCPCS,636.0,RC,70069-0021-01,NDC,outpatient,0.4,ML,2.71,2.03,INTERNATIONAL COMMERCIAL [140001],BERMUDA GEHI [14000105],,,78.0,,2.11,1.24,1.24,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,1.3000110636090072e-06,,dexamethasone sodium phosphate pf 10 mgml injection solution
MD Recertification Hha Pt,PX-96000022,CDM,G0179,HCPCS,969.0,RC,,,outpatient,,,190.0,142.5,GENERIC COMMERCIAL [1009],GENERIC SNF [100923],,46.8,,,46.8,45.86,65.52,fee schedule,,HCPCS,Unknown,Unknown,Unknown,9.17022655711126e-05,,md recertification hha pt
BONE PLATE 72.6X3.5MM SMALL 5 HOLE COMPRESSION TITANIUM LOCKING FRAGMENT,SUP-284448,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,623.0,467.25,HARVARD PILGRIM [120001],HPHC ELEVATE OPTIONS [12000113],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0003007015689904319,,bone plate 726x35mm small 5 hole compression titanium locking fragment
MARKER RADIOLOGY .5MM VISICOIL PRELOADED,SUP-565354,CDM,A4648,HCPCS,278.0,RC,,,outpatient,,,609.0,456.75,WELLPOINT [1015],WELLPOINT GIC TOTAL CHOICE INDEMNITY [101501],,,74.45,,453.4,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.000293944085738999,,marker radiology 5mm visicoil preloaded
Pdt Dstr Prmlg Les Skn Illum/Activj per Day,PX-76002483,CDM,96567,CPT,761.0,RC,,,outpatient,,,1169.0,876.75,TUFTS HEALTH PLAN [170001],TUFTS MEDICARE PREFERRED PPO REPLACEMENT [17000119],,,,Paid using APC or APG reimbursement logic. Includes reimbursement for any outliers.,214.13,160.99,542.52,other,OPPS APC,CPT,Unknown,Unknown,Unknown,0.0005642434157963173,,pdt dstr prmlg les skn illumactivj per day
Ercp via Gastrostomy or Roux-en-Y Anatomy,PX-75000451,CDM,48999,CPT,750.0,RC,,,inpatient,,,3275.0,2456.25,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND ANTHEM ME [11000137],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0015807619677618752,,ercp via gastrostomy rouxeny anatomy
OSM_VASOPRESSIN 20 UNIT/ML INJECTION SOLUTION (ETT),RX-708478,CDM,J2598,HCPCS,636.0,RC,42023-0190-01,NDC,inpatient,10.0,ML,3144.66,2358.49,TUFTS HEALTH PLAN [170001],TUFTS MEDICARE PREFERRED HMO REPLACEMENT [17000103],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0015178465808418668,,osmvasopressin 20 unitml injection solution ett
PROGRAMMER PATIENT PROCLAIM DRG,SUP-557479,CDM,C1787,HCPCS,270.0,RC,,,inpatient,,,4750.0,3562.5,FALLON HEALTH [1008],FALLON WELLFORCE ACO [100813],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.002292711096037848,,programmer patient proclaim drg
Mgh Macroamylase,PX-30001610,CDM,84999,CPT,301.0,RC,,,outpatient,,,110.0,82.5,HARVARD PILGRIM [120001],HPHC HPI BMC TIERED HMO [12000123],,,40.8,,44.88,20.96,33.71,percent of total billed charges,,CPT,Unknown,Unknown,Unknown,5.308807556292426e-05,,mgh macroamylase
Colposcopy W/Bx Cervix & Curettage,PX-76001363,CDM,57454,CPT,761.0,RC,,,inpatient,,,920.0,690.0,TUFTS HEALTH PLAN [170001],TUFTS HMO [17000102],,,,,,273.0,273.0,,,CPT,Unknown,Unknown,Unknown,0.0004440567493958311,,colposcopy wbx cervix curettage
SPINE ROD 4.5X600MM VITALLIUM,SUP-122410,CDM,C1889,HCPCS,278.0,RC,,,inpatient,,,1687.0,1265.25,HARVARD PILGRIM [120001],HARVARD PILGRIM INDEPENDENCE GIC PPO [12000108],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0008142702960993367,,spine rod 45x600mm vitallium
LEVOCARNITINE (WITH SUGAR) 100 MG/ML ORAL SOLUTION,RX-41623,CDM,25009999,HCPCS,250.0,RC,00000-0025-16,NDC,outpatient,10.0,ML,6.72,5.04,TUFTS HEALTH PLAN ALTERNATE [170002],TUFTS CARELINK NON PREFERRED [17000202],,,56.4,,3.79,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,3.237156262353122e-06,,levocarnitine sugar 100 mgml oral solution
Graft Full Scalp/Arm/Lg Add 20cm,PX-76000172,CDM,15221,CPT,761.0,RC,,,inpatient,,,468.0,351.0,HUMANA [1012],HUMANA PPO MEDICARE REPLACEMENT [101204],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00022588657584956704,,graft full scalparmlg add 20cm
GRAFT AMINO 10.X 5.0CM CRYOPRESERVED HUMAN AMNIOTIC MEMBRANE,SUP-532318,CDM,V2790,HCPCS,278.0,RC,,,inpatient,,,7612.5,5709.37,MGB HEALTH PLAN [150001],MGBHP ACO [15000117],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.003674371864419169,,graft amino 10x 50cm cryopreserved human amniotic membrane
Albumin Serum/Plasma/Blood,PX-30000281,CDM,82040,CPT,301.0,RC,,,outpatient,,,66.0,49.5,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE PPO MEDICARE REPLACEMENT [11000111],,4.95,,,4.95,4.85,37.11,fee schedule,,CPT,Unknown,Unknown,Unknown,3.185027105842068e-05,,albumin serumplasmablood
CYCLOSPORINE MODIFIED 100 MG/ML ORAL SOLUTION,RX-28844,CDM,J7502,HCPCS,636.0,RC,00172-7313-20,NDC,inpatient,50.0,ML,563.76,422.82,HARVARD PILGRIM [120001],HARVARD PILGRIM HEALTH PLANS INC PPO [12000102],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00027210776128936846,,cyclosporine modified 100 mgml oral solution
Telethx Isodose Pln Smpl W/Dosimetry Calculation,PX-33000102,CDM,77306,CPT,333.0,RC,,,inpatient,,,817.0,612.75,INTERNATIONAL COMMERCIAL [140001],BERMUDA GEHI [14000105],,,77.5,,633.18,,,percent of total billed charges,,CPT,Unknown,Unknown,Unknown,0.00039434097976028866,,telethx isodose pln smpl wdosimetry calculation
Rem FB Foot Deep,PX-76000638,CDM,28192,CPT,761.0,RC,,,inpatient,,,3872.0,2904.0,TUFTS HEALTH PLAN [170001],TUFTS SENIOR CARE OPTION MEDICARE REPLACEMENT [17000111],,,,,,1237.95,1237.95,,,CPT,Unknown,Unknown,Unknown,0.0018689203606979806,,rem fb foot deep
IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION,RX-29132,CDM,J1756,HCPCS,636.0,RC,00517-2340-10,NDC,inpatient,5.0,ML,139.57,104.68,HEALTH NEW ENGLAND [1034],HEALTH NEW ENGLAND BE HEALTHY PARTNERSHIP ACO [103106],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,6.736245446928455e-05,,iron sucrose 100 mg iron5 ml intravenous solution
ANKLE PLATE ANTERIOR FUSION SLIM RIGHT,SUP-506105,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,7200.0,5400.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS ANTHEM NH PPO MEDICARE REPLACEMENT [11000124],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0034752706650386157,,ankle plate anterior fusion slim right
Other Factors Influencing Health Status,951,MS-DRG,,,,,,,inpatient,,,16551.88,12413.91,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS SELECT LIMITED NETWORK HMO [11000117],,22036.3,,,7649.17,4062.14,64411.86,case rate,,MS-DRG,Unknown,Unknown,Unknown,0.007989211555710819,,factors influencing health status
HC Kafo Singl Upright Solid Stirrup Custom Tier1,PX-27000352,CDM,L2010,HCPCS,274.0,RC,,,inpatient,,,1050.0,787.5,HARVARD PILGRIM [120001],HARVARD PILGRIM HEALTH PLANS INC SELECT HMO [12000115],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0005068048081591372,,hc kafo singl upright solid stirrup custom tier1
LEAD GREATBATCH 35CM PACING INNOMEDICA MYOCARDIAL BIPOLAR IS1 SCREW FIXATION,SUP-77627,CDM,C1898,HCPCS,278.0,RC,,,inpatient,,,1050.0,787.5,MGB HEALTH PLAN [150001],MGBHP GIC COMPLETE HMO [15000118],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0005068048081591372,,lead greatbatch 35cm pacing innomedica myocardial bipolar is1 screw fixation
Esophagoscopy W/Dilate Guide Wire,PX-75000082,CDM,43226,CPT,750.0,RC,,,inpatient,,,3488.0,2616.0,INTERNATIONAL COMMERCIAL [140001],ONE TEAM HEALTH [14000119],,,,,,1335.02,1335.02,,,CPT,Unknown,Unknown,Unknown,0.0016835722486586767,,esophagoscopy wdilate guide wire
Percu Dilat Intracran Vaso Init,PX-76001448,CDM,61640,CPT,761.0,RC,,,inpatient,,,4022.0,3016.5,WELLPOINT [1015],WELLPOINT GIC PLUS PPO [101506],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0019413219669633338,,percu dilat intracran vaso init
SODIUM CHLORIDE 0.9 % NARRATOR SOLUTION,RX-700600,CDM,J7030,HCPCS,636.0,RC,00338-0049-18,NDC,inpatient,110.0,ML,7.65,5.74,INTERNATIONAL COMMERCIAL [140001],AETNA INTERNATIONAL KUWAIT EMBASSY [14000117],,,77.5,,5.93,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,3.687655145781986e-06,,sodium chloride 09 narrator solution
BONE PLATE VOLAR SHEAR 6 HOLE RIGHT,SUP-375138,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,1995.0,1496.25,CENTERS OF EXCELLENCE [1026],OPTUM HEALTH MEDICARE OR REPLACEMENT TRANSPLANT [102608],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0009629349276308619,,bone plate volar shear 6 hole right
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,RX-27103,CDM,25009998,HCPCS,250.0,RC,44567-0601-04,NDC,inpatient,10.0,ML,196.52,147.39,CENTERS OF EXCELLENCE [1026],OPTUM HEALTH MEDICARE OR REPLACEMENT TRANSPLANT [102608],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,9.484932205677994e-05,,dexmedetomidine 100 mcgml intravenous solution
SCREW BONE 3X18MM CANNULATED SS SELF DRILLING TAPPING SHORT THREAD CRUCIFORM RECESS,SUP-16100,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,454.72,341.04,UNITED HEALTHCARE [1016],UNITED HARVARD PILGRIM PASSPORT PPO [101602],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0002194766203082078,,screw bone 3x18mm cannulated ss self drilling tapping short thread cruciform recess
PLATE TIBIA 2.7/3.5X172MM 8 HOLE VA LCP SS VARIABLE ANGLE MEDIAL DISTAL RIGHT,SUP-421953,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,3969.33,2977.0,CENTERS OF EXCELLENCE [1026],OPTUM HEALTH TRANSPLANT [102604],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0019159009585412764,,plate tibia 2735x172mm 8 hole va lcp ss variable angle medial distal right
Mgh Methylmalonic Acid Analysis,PX-30001878,CDM,84311,CPT,300.0,RC,,,outpatient,,,104.0,78.0,HARVARD PILGRIM [120001],HPHC NH LOCAL HMO [12000122],,19.44,,,19.44,7.94,48.53,fee schedule,,CPT,Unknown,Unknown,Unknown,5.0192011312310135e-05,,mgh methylmalonic acid analysis
CONTROLLER POCKET HEARTMATE II LVAS,SUP-408974,CDM,Q0481,HCPCS,274.0,RC,,,inpatient,,,13750.0,10312.5,INTERNATIONAL COMMERCIAL [140001],UNITED INTERNATIONAL OTHER [14000121],,,77.21,,10616.38,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.006636807471959035,,controller pocket heartmate ii lvas
MICAFUNGIN SYR IN D5W 1.5 MG/ML (NEO),RX-700452,CDM,J2248,HCPCS,636.0,RC,00000-0008-41,NDC,inpatient,1.0,ML,3.9,2.92,CENTERS OF EXCELLENCE [1026],CIGNA TRANSPLANT [102602],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,1.8727882153971342e-06,,micafungin syr d5w 15 mgml neo
Drain Abscess Ext Auditory Canal,PX-76001662,CDM,69020,CPT,761.0,RC,,,inpatient,,,981.0,735.75,UNITED HEALTHCARE [1016],UNITED SCO COMMUNITY MEDICAID REPLACEMENT [101620],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00047350006927707476,,drain abscess ext auditory canal
"ONASEMNOGENE ABEPARVOVEC-XIOI 2 X 10EXP13 VG/ML IV SUSPENSION,KIT",RX-201733,CDM,J3399,HCPCS,636.0,RC,71894-0125-04,NDC,inpatient,30.3,ML,0.01,0.01,WELLPOINT [1015],WELLPOINT GIC PLUS PPO [101506],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0,,onasemnogene abeparvovecxioi 2 x 10exp13 vgml iv suspensionkit
GRAFT VASCULAR 30CMX18MM STRIAGHT KNITTED DOUBLE VELOUR HEMASHIELD,SUP-13019,CDM,C1768,HCPCS,278.0,RC,,,inpatient,,,1221.5,916.12,HARVARD PILGRIM [120001],HPHC BILH TIERED PLUS HMO [12000124],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0005895807601400235,,graft vascular 30cmx18mm striaght knitted double velour hemashield
Percutaneous And Other Intracardiac Procedures Without McC,274,MS-DRG,,,,,,,inpatient,,,89611.34,67208.5,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND MA [11000134],,58043.17,,"Base payment rate plus any adjustments related to medical education, transfers, or outliers.",80966.82,16858.15,78564.83,case rate,,MS-DRG,Unknown,Unknown,Unknown,0.043253356717057094,,percutaneous intracardiac procedures without mcc
Mgh Sbds Gene Sequencing,PX-31000586,CDM,81479,CPT,310.0,RC,,,inpatient,,,1348.0,1011.0,HARVARD PILGRIM [120001],HPHC QUALITY LIMITED NTWK HMO [12000101],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0006506426659396387,,mgh sbds gene sequencing
PLATE BONE 1MM 6 HOLE HAND APTUS TITANIUM LT,SUP-122472,CDM,C1713,HCPCS,278.0,RC,,,outpatient,,,2845.5,2134.12,ELDER SERVICES [1037],NORTH SHORE ELDER SERVICES [103603],,,,,2845.5,,,other,APC grouping requires price history; No contract line matched,HCPCS,Unknown,Unknown,Unknown,0.0013734488173062468,,plate bone 1mm 6 hole hand aptus titanium lt
Onc Prst8 Mrna Gene Xprsn Prfl Rt-Pcr 46 Genes,PX-30003471,CDM,81541,CPT,301.0,RC,,,outpatient,,,47024.0,35268.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS FEDERAL [11000102],,9542.16,,,9542.16,9295.2,15337.08,fee schedule,,CPT,Unknown,Unknown,Unknown,0.022697414451114766,,onc prst8 mrna gene xprsn prfl rtpcr 46 genes
INTRODUCER PERFORMER 14FR 4.6MM 30CM RADIOPAQUE BAND LG VALVE ASSEMBLY CHECK FLO VASCULAR,SUP-81880,CDM,C1894,HCPCS,272.0,RC,,,inpatient,,,414.96,311.22,HARVARD PILGRIM ALTERNATE [120002],HARVARD PILGRIM UNITED NON PREFERRED B [12000205],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00020028536787413819,,introducer performer 14fr 46mm 30cm radiopaque band lg valve assembly check flo vascular
Annual Alcohol Misuse Scrnng,PX-51000128,CDM,G0442,HCPCS,510.0,RC,,,inpatient,,,66.0,49.5,GENERIC MEDICARE REPLACEMENT [1010],MASS ADVANTAGE UMASS MEM MEDICARE REPLACEMENT [101005],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,3.185027105842068e-05,,annual alcohol misuse scrnng
NAIL FEMORAL 7X200MM LEFT CHILD,SUP-636916,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,9085.0,6813.75,HEALTH NEW ENGLAND [1034],HEALTH NEW ENGLAND MEDICARE HMO REPLACEMENT [103107],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.004385117517106553,,nail femoral 7x200mm left child
Mgh Rcl Mumps Igg,PX-RCL00062,CDM,RCL00062,LOCAL,300.0,RC,,,outpatient,,,13.5,10.12,TRICARE [160005],TRICARE SOUTH REGION [16000502],,,,,13.5,,,other,APC grouping requires price history; No contract line matched,LOCAL,Unknown,Unknown,Unknown,6.506491016379733e-06,,mgh rcl mumps igg
DORAVIRINE 100 MG TABLET,RX-199301,CDM,25009999,HCPCS,250.0,RC,00006-3069-01,NDC,inpatient,1.0,UN,239.08,179.31,CENTERS OF EXCELLENCE [1026],MGBHP TRANSPLANT [102609],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00011539207114113614,,doravirine 100 mg tablet
Mgh Cryoablation of Ms Tumor,PX-76001884,CDM,20999,CPT,761.0,RC,,,inpatient,,,2943.0,2207.25,ELDER SERVICES [1037],ELEMENT CARE [103601],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0014205130792278935,,mgh cryoablation ms tumor
ANTENNA PROBE 16GX123CMFLEXIBLE MICROWAVE SMALL,SUP-678937,CDM,C1886,HCPCS,272.0,RC,,,inpatient,,,7000.0,5250.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE POS [11000142],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0033787351900181448,,antenna probe 16gx123cmflexible microwave small
CATHETER OPTICROSS 5FR 6MM 135CM .014IN CORONARY ULTRASOUND PROXIMAL IVUS IMAGING TRILON POLYMER BIO SLIDE COATED,SUP-423544,CDM,C1753,HCPCS,272.0,RC,,,inpatient,,,2555.0,1916.25,MEDICARE [2001],MEDICARE PART A & B [200103],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0012332342576881802,,catheter opticross 5fr 6mm 135cm 014in coronary ultrasound proximal ivus imaging trilon polymer bio slide coated
Initial Care Newborn Not in Hospita,PX-51000096,CDM,99461,CPT,510.0,RC,,,outpatient,,,408.0,306.0,AETNA [1001],AETNA PPO MEDICARE REPLACEMENT [100103],,,,,408.0,,,other,APC grouping requires price history; No contract line matched,CPT,Unknown,Unknown,Unknown,0.0001969259333434258,,initial care newborn hospita
STENT GRAFT 18FR 23X13 166MM AORTIC ENDURANT II NITINOL POLYESTER BIFURCATED EXTENSION,SUP-445751,CDM,C1874,HCPCS,278.0,RC,,,inpatient,,,25935.0,19451.25,MGB HEALTH PLAN [150001],MGBHP PPO MEDICARE REPLACEMENT [15000116],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.01251823128758122,,stent graft 18fr 23x13 166mm aortic endurant ii nitinol polyester bifurcated extension
Tissue Exam Koh Skin/Hair/Nail,PX-30001197,CDM,87220,CPT,306.0,RC,,,outpatient,,,73.0,54.75,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS MA HMO POS [11000103],,13.31,,,13.31,4.18,32.08,fee schedule,,CPT,Unknown,Unknown,Unknown,3.522901268413716e-05,,tissue exam koh skinhairnail
Herpes Simplex Type I Antibody,PX-30000946,CDM,86695,CPT,302.0,RC,,,outpatient,,,158.0,118.5,TUFTS HEALTH PLAN ALTERNATE [170002],TUFTS CARELINK HYBRID [17000203],,77.92,,,77.92,12.93,98.99,fee schedule,,CPT,Unknown,Unknown,Unknown,7.625658956783727e-05,,herpes simplex type antibody
ANCHOR BONE 12MM VERTEBRAL BODY,SUP-666862,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,2800.0,2100.0,MEDICAID NON MASSACHUSETTS [3002],GENERIC MEDICAID OUT OF STATE [300203],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.001351490214588257,,anchor bone 12mm vertebral body
BONE SCREW 12.7X22 90MM LAG S/S CANC SELF TAP CANNULATED NON LOCK,SUP-98963,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,1026.94,770.2,HARVARD PILGRIM [120001],HPHC NH LOCAL HMO [12000122],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0004956710500401096,,bone screw 127x22 90mm lag ss canc self tap cannulated non lock
"IGG 10 GRAM/100 ML (10 %)-HYALURONIDASE,RECOMB. SUBCUTANEOUS SOLUTION",RX-179568,CDM,J1575,HCPCS,636.0,RC,00944-2512-02,NDC,outpatient,100.0,ML,7207.58,5405.68,HARVARD PILGRIM [120001],HARVARD PILGRIM INDEPENDENCE GIC PPO [12000108],,2137.44,,,2137.44,1904.11,4142.0,fee schedule,,HCPCS,Unknown,Unknown,Unknown,0.003478926141692724,,igg 10 gram100 ml 10 hyaluronidaserecomb subcutaneous solution
"Malignancy, Male Reproductive System With McC",722,MS-DRG,,,,,,,inpatient,,,305044.48,228783.36,ELDER SERVICES [1037],ELEMENT CARE [103601],,13075.58,,"Wage-adjusted base payment rate plus any adjustments related to capital costs, indirect medical education (IME), disproportionate share hospital (DSH) adjustors, new technology, hemophilia, sole community hospital (SCH) and Medicare Dependent Hospital (MDH) adjustors, transfers, and outliers.",22755.47,5997.11,60254.1,other,Inpatient Replacement Plans DRG,MS-DRG,Unknown,Unknown,Unknown,0.14723806246016424,,malignancy male reproductive system mcc
